countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value,note
TKM,Turkmenistan,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.44202042,
TKM,Turkmenistan,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.14299353,
TLS,Timor-Leste,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,6.020059751,
TLS,Timor-Leste,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.24177562,
TLS,Timor-Leste,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,8442.388379,
TLS,Timor-Leste,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.65,
TLS,Timor-Leste,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.919,
TON,Tonga,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.379,
TON,Tonga,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.765,
TON,Tonga,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,7571.250445,
TON,Tonga,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,17.57659912,
TON,Tonga,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.88028609,
TTO,Trinidad and Tobago,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.76497763,
TTO,Trinidad and Tobago,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.1010764,
TTO,Trinidad and Tobago,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,26590.38658,
TTO,Trinidad and Tobago,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.8,
TTO,Trinidad and Tobago,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.645,
TUN,Tunisia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,75.004,
TUN,Tunisia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.733,
TUN,Tunisia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,11330.61729,
TUN,Tunisia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.61953746,
TUN,Tunisia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,7.391640027,
TUR,Türkiye,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.806320674,
TUR,Türkiye,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,19.29534912,
TUR,Türkiye,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,28244.92019,
TUR,Türkiye,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.838,
TUR,Türkiye,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,76.525,
TUV,Tuvalu,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.357,
TUV,Tuvalu,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.681,
TUV,Tuvalu,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,6775.934634,
TUV,Tuvalu,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.31097206,
TUV,Tuvalu,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.64471098,
TZA,Tanzania (United Republic of),HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.827250004,
TZA,Tanzania (United Republic of),HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,9.075323105,
TZA,Tanzania (United Republic of),HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,3343.504639,
TZA,Tanzania (United Republic of),HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.554,
TZA,Tanzania (United Republic of),HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.771,
UGA,Uganda,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.41,
UGA,Uganda,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.571,
UGA,Uganda,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,2627.007181,
UGA,Uganda,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.49553237,
UGA,Uganda,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,6.234416713,
UKR,Ukraine,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.12679987,
UKR,Ukraine,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.58794975,
UKR,Ukraine,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,17821.05664,
UKR,Ukraine,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.783,
UKR,Ukraine,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,73.283,
URY,Uruguay,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,78.381,
URY,Uruguay,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.837,
URY,Uruguay,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,26234.93195,
URY,Uruguay,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,16.5159893,
URY,Uruguay,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.499999682,
USA,United States,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,13.68000031,
USA,United States,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,16.62663078,
USA,United States,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,67529.79373,
USA,United States,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.925,
USA,United States,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,77.011,
UZB,Uzbekistan,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,71.461,
UZB,Uzbekistan,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.723,
UZB,Uzbekistan,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,7768.592791,
UZB,Uzbekistan,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.89046955,
UZB,Uzbekistan,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.88999987,
VCT,Saint Vincent and the Grenadines,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.16961324,
VCT,Saint Vincent and the Grenadines,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,16.2530213,
VCT,Saint Vincent and the Grenadines,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,15106.05969,
VCT,Saint Vincent and the Grenadines,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.781,
VCT,Saint Vincent and the Grenadines,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,69.605,
VEN,Venezuela (Bolivarian Republic of),HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.369,
VEN,Venezuela (Bolivarian Republic of),HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.699,
VEN,Venezuela (Bolivarian Republic of),HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,5990.3,
VEN,Venezuela (Bolivarian Republic of),HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.07869424,
VEN,Venezuela (Bolivarian Republic of),HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,9.678385373,
VNM,Viet Nam,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.619999568,
VNM,Viet Nam,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.0051012,
VNM,Viet Nam,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,11515.65468,
VNM,Viet Nam,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.755,
VNM,Viet Nam,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,75.383,
VUT,Vanuatu,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,70.385,
VUT,Vanuatu,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.617,
VUT,Vanuatu,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,3471.713671,
VUT,Vanuatu,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.73192996,
VUT,Vanuatu,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,7.183209727,
WSM,Samoa,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,11.36733981,
WSM,Samoa,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.4364,
WSM,Samoa,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,6415.937474,
WSM,Samoa,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.708,
WSM,Samoa,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,70.727,
YEM,Yemen,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,66.435,
YEM,Yemen,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.459,
YEM,Yemen,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,1129.91045,
YEM,Yemen,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,7.494902735,
YEM,Yemen,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,4.83567873,
ZAF,South Africa,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.55465984,
ZAF,South Africa,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,13.98349953,
ZAF,South Africa,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,13241.77516,
ZAF,South Africa,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.724,
ZAF,South Africa,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,65.15,
ZMB,Zambia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,63.361,
ZMB,Zambia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.578,
ZMB,Zambia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,3312.227362,
ZMB,Zambia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.01797045,
ZMB,Zambia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,7.284893177,
ZWE,Zimbabwe,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.808312975,
ZWE,Zimbabwe,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.02558696,
ZWE,Zimbabwe,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,3021.423576,
ZWE,Zimbabwe,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.582,
ZWE,Zimbabwe,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,61.53,
ZZA.VHHD,Very High Human Development,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,78.66505371,
ZZA.VHHD,Very High Human Development,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.901,
ZZA.VHHD,Very High Human Development,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,48498.60886,
ZZA.VHHD,Very High Human Development,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,16.38298795,
ZZA.VHHD,Very High Human Development,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,12.41196476,
ZZB.HHD,High Human Development,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.521483708,
ZZB.HHD,High Human Development,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.46944179,
ZZB.HHD,High Human Development,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,16111.33658,
ZZB.HHD,High Human Development,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.763,
ZZB.HHD,High Human Development,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,74.817374,
ZZC.MHD,Medium Human Development,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,67.61788266,
ZZC.MHD,Medium Human Development,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.631,
ZZC.MHD,Medium Human Development,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,6687.207212,
ZZC.MHD,Medium Human Development,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.61457433,
ZZC.MHD,Medium Human Development,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,6.563005013,
ZZD.LHD,Low Human Development,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,4.040716383,
ZZD.LHD,Low Human Development,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,8.889863785,
ZZD.LHD,Low Human Development,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,2953.941481,
ZZD.LHD,Low Human Development,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.507,
ZZD.LHD,Low Human Development,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,63.29059089,
ZZE.AS,Arab States,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,70.76630417,
ZZE.AS,Arab States,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.707,
ZZE.AS,Arab States,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,14840.65982,
ZZE.AS,Arab States,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.9055558,
ZZE.AS,Arab States,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.037800332,
ZZF.EAP,East Asia And The Pacific,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.10217521,
ZZF.EAP,East Asia And The Pacific,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.42479034,
ZZF.EAP,East Asia And The Pacific,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,16842.44795,
ZZF.EAP,East Asia And The Pacific,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.764,
ZZF.EAP,East Asia And The Pacific,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,75.73256972,
ZZG.ECA,Europe And Central Asia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,73.46398026,
ZZG.ECA,Europe And Central Asia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.802,
ZZG.ECA,Europe And Central Asia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,20431.49015,
ZZG.ECA,Europe And Central Asia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,15.34599834,
ZZG.ECA,Europe And Central Asia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,10.61687005,
ZZH.LAC,Latin America And The Caribbean,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.999194069,
ZZH.LAC,Latin America And The Caribbean,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,14.71130369,
ZZH.LAC,Latin America And The Caribbean,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,16165.30983,
ZZH.LAC,Latin America And The Caribbean,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.764,
ZZH.LAC,Latin America And The Caribbean,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,73.15007248,
ZZI.SA,South Asia,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,69.80375525,
ZZI.SA,South Asia,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.645,
ZZI.SA,South Asia,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,7301.593323,
ZZI.SA,South Asia,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,11.56755686,
ZZI.SA,South Asia,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,6.550279547,
ZZJ.SSA,Sub-Saharan Africa,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,5.944339991,
ZZJ.SSA,Sub-Saharan Africa,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,10.25737424,
ZZJ.SSA,Sub-Saharan Africa,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,4205.054326,
ZZJ.SSA,Sub-Saharan Africa,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.557,
ZZJ.SSA,Sub-Saharan Africa,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,61.06215959,
ZZK.WORLD,World,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2020,72.16762049,
ZZK.WORLD,World,HDI,Human Development Index,,hdi,Human Development Index (value),2020,0.742,
ZZK.WORLD,World,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2021 PPP$),2020,18407.32632,
ZZK.WORLD,World,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2020,12.86448447,
ZZK.WORLD,World,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2020,8.658051834,
